Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SAP_TS,Chrome 112.0.0.0,,,2023-04-26 13:26:22,2023-04-26 13:29:57,3m - 35.524s,FAILED
,,,,,,,
Test Cases/SAP_Login,Chrome 112.0.0.0,,,2023-04-26 13:26:22,2023-04-26 13:28:32,2m - 9.709s,PASSED
"openBrowser("""")",Chrome 112.0.0.0,,,2023-04-26 13:26:22,2023-04-26 13:26:29,6.760s,PASSED
"navigateToUrl(""https://cloudtrials.cfapps.eu10-004.hana.ondemand.com/public/access-trial/53cdcb45-79d8-4b1d-b610-da6f46c345bc?t=S4HANA_CLOUD"")",Chrome 112.0.0.0,,,2023-04-26 13:26:29,2023-04-26 13:26:33,3.968s,PASSED
maximizeWindow(),Chrome 112.0.0.0,,,2023-04-26 13:26:33,2023-04-26 13:26:39,5.640s,PASSED
"setText(findTestObject(""Object Repository/Page_SAP Trial Log On/input_E-Mail or User Name_j_username""), ""vaibhav.jain@katalon.com"")",Chrome 112.0.0.0,,,2023-04-26 13:26:39,2023-04-26 13:26:40,1.113s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Trial Log On/div_Continue""))",Chrome 112.0.0.0,,,2023-04-26 13:26:40,2023-04-26 13:26:50,10.222s,PASSED
delay(40),Chrome 112.0.0.0,,,2023-04-26 13:26:50,2023-04-26 13:27:30,40.018s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_SAP Universal ID/input_com_password""), ""icP23tTPdjsOed6Z/XwIKg=="")",Chrome 112.0.0.0,,,2023-04-26 13:27:30,2023-04-26 13:27:31,0.929s,PASSED
"click(findTestObject(""Object Repository/Page_SAP Universal ID/button_Sign in""))",Chrome 112.0.0.0,,,2023-04-26 13:27:31,2023-04-26 13:27:32,0.701s,PASSED
delay(60),Chrome 112.0.0.0,,,2023-04-26 13:27:32,2023-04-26 13:28:32,1m - 0.019s,PASSED
,,,,,,,
Test Cases/SAP_CreateSalesOrder,Chrome 112.0.0.0,,,2023-04-26 13:28:32,2023-04-26 13:29:32,59.688s,PASSED
enableSmartWait(),Chrome 112.0.0.0,,,2023-04-26 13:28:32,2023-04-26 13:28:32,0.012s,PASSED
"setText(findTestObject(""Object Repository/Page_Trial Center/input_All_search""), ""manage sales order"")",Chrome 112.0.0.0,,,2023-04-26 13:28:32,2023-04-26 13:28:33,1.391s,PASSED
"click(findTestObject(""Object Repository/Page_Trial Center/b_Manage Sales Order""))",Chrome 112.0.0.0,,,2023-04-26 13:28:33,2023-04-26 13:28:48,14.988s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/span_Create""))",Chrome 112.0.0.0,,,2023-04-26 13:28:48,2023-04-26 13:28:59,10.926s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/div_Create Sales Order VA01""))",Chrome 112.0.0.0,,,2023-04-26 13:28:59,2023-04-26 13:29:00,0.885s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Sales Documents/input_O_InputField""), ""OR"")",Chrome 112.0.0.0,,,2023-04-26 13:29:00,2023-04-26 13:29:10,9.271s,PASSED
"click(findTestObject(""Object Repository/Page_Create Sales Documents/div_ContinueEmphasized""))",Chrome 112.0.0.0,,,2023-04-26 13:29:10,2023-04-26 13:29:15,5.437s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_S_InputField""), ""17100007"")",Chrome 112.0.0.0,,,2023-04-26 13:29:15,2023-04-26 13:29:16,1.151s,PASSED
"click(findTestObject(""Object Repository/Page_Create Standard Order Overview/span_17100007""))",Chrome 112.0.0.0,,,2023-04-26 13:29:16,2023-04-26 13:29:18,1.494s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_C_InputField""), ""TEST"")",Chrome 112.0.0.0,,,2023-04-26 13:29:18,2023-04-26 13:29:18,0.629s,PASSED
"click(findTestObject(""Object Repository/Page_Create Standard Order Overview/div_Standard OrderNet ValueSold-to PartyShi_75e7b7""))",Chrome 112.0.0.0,,,2023-04-26 13:29:18,2023-04-26 13:29:19,0.412s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_P_InputField""), ""0004"")",Chrome 112.0.0.0,,,2023-04-26 13:29:19,2023-04-26 13:29:19,0.615s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_I_InputField""), ""EXW"")",Chrome 112.0.0.0,,,2023-04-26 13:29:19,2023-04-26 13:29:20,0.541s,PASSED
"sendKeys(findTestObject(""Page_Create Standard Order Overview/input_I_InputField_1""), Keys.chord(""Palo Alto"", ENTER))",Chrome 112.0.0.0,,,2023-04-26 13:29:20,2023-04-26 13:29:20,0.415s,PASSED
"sendKeys(findTestObject(""Page_Create Standard Order Overview/input_Overall Status_InputField""), Keys.chord(""MZ-FG-26XR1"", ENTER))",Chrome 112.0.0.0,,,2023-04-26 13:29:20,2023-04-26 13:29:22,1.838s,PASSED
"setText(findTestObject(""Object Repository/Page_Create Standard Order Overview/input_Overall Status_InputField_1""), Keys.chord(""10"", ENTER))",Chrome 112.0.0.0,,,2023-04-26 13:29:22,2023-04-26 13:29:23,0.953s,PASSED
delay(2),Chrome 112.0.0.0,,,2023-04-26 13:29:23,2023-04-26 13:29:25,2.016s,PASSED
"click(findTestObject(""Page_Create Standard Order Overview/div_Save""))",Chrome 112.0.0.0,,,2023-04-26 13:29:25,2023-04-26 13:29:25,0.425s,PASSED
delay(5),Chrome 112.0.0.0,,,2023-04-26 13:29:25,2023-04-26 13:29:30,5.012s,PASSED
"Sales_Order = getText(findTestObject(""Page_Create Standard Order Overview/span_SuccessMessage"")).substring(15, 21)",Chrome 112.0.0.0,,,2023-04-26 13:29:30,2023-04-26 13:29:31,0.538s,PASSED
print(Sales_Order),Chrome 112.0.0.0,,,2023-04-26 13:29:31,2023-04-26 13:29:31,0.002s,PASSED
"click(findTestObject(""Object Repository/Page_SAP/div_Exit""))",Chrome 112.0.0.0,,,2023-04-26 13:29:31,2023-04-26 13:29:32,0.506s,PASSED
,,,,,,,
Test Cases/SAP_SearchSalesOrder,Chrome 112.0.0.0,,,2023-04-26 13:29:32,2023-04-26 13:29:57,25.711s,FAILED
"setText(findTestObject(""Object Repository/Page_Manage Sales Orders/input_Sales Order_cus.sd.salesorders.manage_6cf20f""), Sales_Order)",Chrome 112.0.0.0,,,2023-04-26 13:29:32,2023-04-26 13:29:39,7.755s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/div_Sales OrderContains 1 token183427Sold-t_9beef2""))",Chrome 112.0.0.0,,,2023-04-26 13:29:39,2023-04-26 13:29:42,2.131s,PASSED
"click(findTestObject(""Object Repository/Page_Manage Sales Orders/bdi_Go""))",Chrome 112.0.0.0,,,2023-04-26 13:29:42,2023-04-26 13:29:42,0.734s,PASSED
